Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, 线缆伪装板 - 竹板
appliedenergistics2:facade:0, 线缆伪装板 - 竹块
appliedenergistics2:facade:0, 线缆伪装板 - 竹炭块
appliedenergistics2:facade:0, 线缆伪装板 - 日晒竹块
appliedenergistics2:facade:0, 线缆伪装板 - 稻草方块
appliedenergistics2:facade:0, 线缆伪装板 - 榻榻米（日晒）
appliedenergistics2:facade:0, 线缆伪装板 - 榻榻米
appliedenergistics2:facade:0, 线缆伪装板 - 无边缘榻榻米（日晒）
appliedenergistics2:facade:0, 线缆伪装板 - 无边缘榻榻米
appliedenergistics2:facade:0, 线缆伪装板 - 红色枫叶
appliedenergistics2:facade:0, 线缆伪装板 - 黄色枫叶
appliedenergistics2:facade:0, 线缆伪装板 - 橙色枫叶
appliedenergistics2:facade:0, 线缆伪装板 - 绿色枫叶
appliedenergistics2:facade:0, 线缆伪装板 - 枫树原木
appliedenergistics2:facade:0, 线缆伪装板 - 枫糖浆原木
appliedenergistics2:facade:0, 线缆伪装板 - 枫树木板
appliedenergistics2:facade:0, 线缆伪装板 - 樱花树叶
appliedenergistics2:facade:0, 线缆伪装板 - 樱树原木
appliedenergistics2:facade:0, 线缆伪装板 - 樱树木板
appliedenergistics2:facade:0, 线缆伪装板 - 梅树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 梅树原木
appliedenergistics2:facade:0, 线缆伪装板 - 锻铁炉
appliedenergistics2:facade:0, 线缆伪装板 - 樱色钻石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 樱色钻石块
appliedenergistics2:facade:0, 线缆伪装板 - 空间（0 ~ 负空间）
appliedenergistics2:facade:0, 线缆伪装板 - 空间（1 ~ 自然空气）
appliedenergistics2:facade:0, 线缆伪装板 - 空间（2）
appliedenergistics2:facade:0, 线缆伪装板 - 空间（3）
appliedenergistics2:facade:0, 线缆伪装板 - 空间（4）
appliedenergistics2:facade:0, 线缆伪装板 - 空间（5）
appliedenergistics2:facade:0, 线缆伪装板 - 空间（6）
appliedenergistics2:facade:0, 线缆伪装板 - 空间（7）
appliedenergistics2:facade:0, 线缆伪装板 - 空间（8）
appliedenergistics2:facade:0, 线缆伪装板 - 空间（9）
appliedenergistics2:facade:0, 线缆伪装板 - 空间（10）
appliedenergistics2:facade:0, 线缆伪装板 - 空间（11）
appliedenergistics2:facade:0, 线缆伪装板 - 空间（12）
appliedenergistics2:facade:0, 线缆伪装板 - 空间（13）
appliedenergistics2:facade:0, 线缆伪装板 - 空间（14）
appliedenergistics2:facade:0, 线缆伪装板 - 空间（15）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（0 ~ 自然地面）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（1 ~ 屏障）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（2）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（3）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（4）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（5）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（6）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（7）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（8）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（9）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（10）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（11）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（12）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（13）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（14）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（15）
appliedenergistics2:facade:0, 线缆伪装板 - 赛特斯石英矿石
appliedenergistics2:facade:0, 线缆伪装板 - 充能赛特斯石英矿石
appliedenergistics2:facade:0, 线缆伪装板 - 赛特斯石英块
appliedenergistics2:facade:0, 线缆伪装板 - 竖纹赛特斯石英块
appliedenergistics2:facade:0, 线缆伪装板 - 錾制赛特斯石英块
appliedenergistics2:facade:0, 线缆伪装板 - 石英玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 聚能石英玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 福鲁伊克斯块
appliedenergistics2:facade:0, 线缆伪装板 - 陨石
appliedenergistics2:facade:0, 线缆伪装板 - 陨石块
appliedenergistics2:facade:0, 线缆伪装板 - 陨石石砖
appliedenergistics2:facade:0, 线缆伪装板 - 陨石砖块
appliedenergistics2:facade:0, 线缆伪装板 - 磁钢块
appliedenergistics2:facade:0, 线缆伪装板 - 基岩粉块
appliedenergistics2:facade:0, 线缆伪装板 - 压缩基岩粉块
appliedenergistics2:facade:0, 线缆伪装板 - 二重压缩基岩粉块
appliedenergistics2:facade:0, 线缆伪装板 - 强化黑曜石
appliedenergistics2:facade:0, 线缆伪装板 - 机器框架（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 空白机器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 机器顶面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 机器全侧面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 机器全背面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 机器侧面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 机器背面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 空白灵魂机器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 灵魂机器顶面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 灵魂机器侧面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 灵魂机器背面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 灵魂机器全侧面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 灵魂机器全背面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 红色机器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 破损的刷怪箱（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 透明方块（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 合金炉（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 物品缓存器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 能量缓存器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 多功能缓存器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 创造模式缓存器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 合成器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 喷涂机（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 能量监控器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - SAG 磨粉机（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 头颅装配机（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 斯特林发电机（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 流体储罐（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 高压流体储罐（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 旅行锚（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 虚空箱子（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 无线充能器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 虚空经验箱（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 简易合金炉（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 简易斯特林发电机（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 有线充能器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 简易 SAG 磨粉机（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 工业隔离方块
appliedenergistics2:facade:0, 线缆伪装板 - 混乱炸药
appliedenergistics2:facade:0, 线缆伪装板 - 震荡炸药
appliedenergistics2:facade:0, 线缆伪装板 - 末影炸药
appliedenergistics2:facade:0, 线缆伪装板 - 粗钢块
appliedenergistics2:facade:0, 线缆伪装板 - 无线充能天线放大器
appliedenergistics2:facade:0, 线缆伪装板 - 水泥
appliedenergistics2:facade:0, 线缆伪装板 - 绿色黏滑泥泞
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色黏滑泥泞
appliedenergistics2:facade:0, 线缆伪装板 - 黄泉土
appliedenergistics2:facade:0, 线缆伪装板 - 神圣土
appliedenergistics2:facade:0, 线缆伪装板 - 熔岩黏滑泥泞
appliedenergistics2:facade:0, 线缆伪装板 - 凝固史莱姆块
appliedenergistics2:facade:0, 线缆伪装板 - 凝固史莱姆块
appliedenergistics2:facade:0, 线缆伪装板 - 凝固史莱姆块
appliedenergistics2:facade:0, 线缆伪装板 - 凝固血块
appliedenergistics2:facade:0, 线缆伪装板 - 凝固史莱姆块
appliedenergistics2:facade:0, 线缆伪装板 - 钴矿石
appliedenergistics2:facade:0, 线缆伪装板 - 阿迪特矿石
appliedenergistics2:facade:0, 线缆伪装板 - 熔岩木
appliedenergistics2:facade:0, 线缆伪装板 - 烈焰木
appliedenergistics2:facade:0, 线缆伪装板 - 泥砖
appliedenergistics2:facade:0, 线缆伪装板 - 钴块
appliedenergistics2:facade:0, 线缆伪装板 - 阿迪特块
appliedenergistics2:facade:0, 线缆伪装板 - 玛玉灵块
appliedenergistics2:facade:0, 线缆伪装板 - 骑士史莱姆块
appliedenergistics2:facade:0, 线缆伪装板 - 生铁块
appliedenergistics2:facade:0, 线缆伪装板 - 精致珠宝块
appliedenergistics2:facade:0, 线缆伪装板 - 绿色史莱姆泥土
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色史莱姆泥土
appliedenergistics2:facade:0, 线缆伪装板 - 紫色史莱姆泥土
appliedenergistics2:facade:0, 线缆伪装板 - 熔岩史莱姆泥土
appliedenergistics2:facade:0, 线缆伪装板 - 史莱姆草方块
appliedenergistics2:facade:0, 线缆伪装板 - 绿色史莱姆草方块
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色史莱姆草方块
appliedenergistics2:facade:0, 线缆伪装板 - 紫色史莱姆草方块
appliedenergistics2:facade:0, 线缆伪装板 - 熔岩史莱姆草方块
appliedenergistics2:facade:0, 线缆伪装板 - 史莱姆草方块
appliedenergistics2:facade:0, 线缆伪装板 - 绿色史莱姆草方块
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色史莱姆草方块
appliedenergistics2:facade:0, 线缆伪装板 - 紫色史莱姆草方块
appliedenergistics2:facade:0, 线缆伪装板 - 熔岩史莱姆草方块
appliedenergistics2:facade:0, 线缆伪装板 - 史莱姆草方块
appliedenergistics2:facade:0, 线缆伪装板 - 绿色史莱姆草方块
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色史莱姆草方块
appliedenergistics2:facade:0, 线缆伪装板 - 紫色史莱姆草方块
appliedenergistics2:facade:0, 线缆伪装板 - 熔岩史莱姆草方块
appliedenergistics2:facade:0, 线缆伪装板 - 史莱姆树叶
appliedenergistics2:facade:0, 线缆伪装板 - 史莱姆树叶
appliedenergistics2:facade:0, 线缆伪装板 - 史莱姆树叶
appliedenergistics2:facade:0, 线缆伪装板 - 干燥粘土
appliedenergistics2:facade:0, 线缆伪装板 - 干燥粘土砖
appliedenergistics2:facade:0, 线缆伪装板 - 平滑褐岩块
appliedenergistics2:facade:0, 线缆伪装板 - 粗质褐岩块
appliedenergistics2:facade:0, 线缆伪装板 - 褐岩盖板石
appliedenergistics2:facade:0, 线缆伪装板 - 褐岩石砖
appliedenergistics2:facade:0, 线缆伪装板 - 裂纹褐岩石砖
appliedenergistics2:facade:0, 线缆伪装板 - 平滑褐岩石砖
appliedenergistics2:facade:0, 线缆伪装板 - 錾制褐岩石砖
appliedenergistics2:facade:0, 线缆伪装板 - 褐岩铺路石
appliedenergistics2:facade:0, 线缆伪装板 - 雕琢褐岩块
appliedenergistics2:facade:0, 线缆伪装板 - 三角纹褐岩石砖
appliedenergistics2:facade:0, 线缆伪装板 - 细纹褐岩石砖
appliedenergistics2:facade:0, 线缆伪装板 - 褐岩瓷砖块
appliedenergistics2:facade:0, 线缆伪装板 - 史莱姆块
appliedenergistics2:facade:0, 线缆伪装板 - 史莱姆块
appliedenergistics2:facade:0, 线缆伪装板 - 凝血块
appliedenergistics2:facade:0, 线缆伪装板 - 史莱姆块
appliedenergistics2:facade:0, 线缆伪装板 - 活石
appliedenergistics2:facade:0, 线缆伪装板 - 活石砖
appliedenergistics2:facade:0, 线缆伪装板 - 苔活石砖
appliedenergistics2:facade:0, 线缆伪装板 - 裂活石砖
appliedenergistics2:facade:0, 线缆伪装板 - 框边活石砖
appliedenergistics2:facade:0, 线缆伪装板 - 活木
appliedenergistics2:facade:0, 线缆伪装板 - 活木板
appliedenergistics2:facade:0, 线缆伪装板 - 苔活木板
appliedenergistics2:facade:0, 线缆伪装板 - 框边活木板
appliedenergistics2:facade:0, 线缆伪装板 - 框纹活木板
appliedenergistics2:facade:0, 线缆伪装板 - 微光活木
appliedenergistics2:facade:0, 线缆伪装板 - 力量传递器
appliedenergistics2:facade:0, 线缆伪装板 - 炼金催化器
appliedenergistics2:facade:0, 线缆伪装板 - 魔力钢块
appliedenergistics2:facade:0, 线缆伪装板 - 泰拉钢块
appliedenergistics2:facade:0, 线缆伪装板 - 源质钢块
appliedenergistics2:facade:0, 线缆伪装板 - 魔力钻石块
appliedenergistics2:facade:0, 线缆伪装板 - 龙石块
appliedenergistics2:facade:0, 线缆伪装板 - 梦之木
appliedenergistics2:facade:0, 线缆伪装板 - 梦之木板
appliedenergistics2:facade:0, 线缆伪装板 - 苔梦之木板
appliedenergistics2:facade:0, 线缆伪装板 - 框边梦之木板
appliedenergistics2:facade:0, 线缆伪装板 - 框纹梦之木板
appliedenergistics2:facade:0, 线缆伪装板 - 微光梦之木
appliedenergistics2:facade:0, 线缆伪装板 - 炼造催化器
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 阿兹勒赫瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 蕴魔土
appliedenergistics2:facade:0, 线缆伪装板 - 白色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 橙色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 品红色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 淡蓝色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 黄色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 灰色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 淡灰色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 青色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 紫色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 棕色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 绿色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 红色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 黑色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 烈焰网
appliedenergistics2:facade:0, 线缆伪装板 - 活根
appliedenergistics2:facade:0, 线缆伪装板 - 恶魔头南瓜
appliedenergistics2:facade:0, 线缆伪装板 - 魔力风暴
appliedenergistics2:facade:0, 线缆伪装板 - 微光石
appliedenergistics2:facade:0, 线缆伪装板 - 微光木板
appliedenergistics2:facade:0, 线缆伪装板 - 干草地
appliedenergistics2:facade:0, 线缆伪装板 - 黄金草地
appliedenergistics2:facade:0, 线缆伪装板 - 鲜草草地
appliedenergistics2:facade:0, 线缆伪装板 - 焦草草地
appliedenergistics2:facade:0, 线缆伪装板 - 注魔草地
appliedenergistics2:facade:0, 线缆伪装板 - 异变草地
appliedenergistics2:facade:0, 线缆伪装板 - 烟熏石英块
appliedenergistics2:facade:0, 线缆伪装板 - 錾制烟熏石英块
appliedenergistics2:facade:0, 线缆伪装板 - 竖纹烟熏石英块
appliedenergistics2:facade:0, 线缆伪装板 - 魔力石英块
appliedenergistics2:facade:0, 线缆伪装板 - 錾制魔力石英块
appliedenergistics2:facade:0, 线缆伪装板 - 竖纹魔力石英块
appliedenergistics2:facade:0, 线缆伪装板 - 烈焰石英块
appliedenergistics2:facade:0, 线缆伪装板 - 錾制烈焰石英块
appliedenergistics2:facade:0, 线缆伪装板 - 竖纹烈焰石英块
appliedenergistics2:facade:0, 线缆伪装板 - 熏香石英块
appliedenergistics2:facade:0, 线缆伪装板 - 錾制熏香石英块
appliedenergistics2:facade:0, 线缆伪装板 - 竖纹熏香石英块
appliedenergistics2:facade:0, 线缆伪装板 - 红色石英块
appliedenergistics2:facade:0, 线缆伪装板 - 錾制红色石英块
appliedenergistics2:facade:0, 线缆伪装板 - 竖纹红色石英块
appliedenergistics2:facade:0, 线缆伪装板 - 精灵石英块
appliedenergistics2:facade:0, 线缆伪装板 - 錾制精灵石英块
appliedenergistics2:facade:0, 线缆伪装板 - 竖纹精灵石英块
appliedenergistics2:facade:0, 线缆伪装板 - 金黄石英块
appliedenergistics2:facade:0, 线缆伪装板 - 錾制金黄石英块
appliedenergistics2:facade:0, 线缆伪装板 - 竖纹金黄石英块
appliedenergistics2:facade:0, 线缆伪装板 - 变质森林石头
appliedenergistics2:facade:0, 线缆伪装板 - 变质平原石头
appliedenergistics2:facade:0, 线缆伪装板 - 变质高山石头
appliedenergistics2:facade:0, 线缆伪装板 - 变质菌丝石头
appliedenergistics2:facade:0, 线缆伪装板 - 变质沼泽石头
